Datum,Kundennummer,Produkt,Zahlungsmethode,Stückzahl
2017-03-04,59089,65762,paypal,1
2017-09-29,44448,79271,Kreditkarte,2
2017-07-14,48570,18541,paypal,1
2017-09-23,63658,61070,Bar,3
2017-04-26,48458,27578,Bar,3
2017-10-09,75851,76290,Bar,3
2017-08-24,26797,27044,Kreditkarte,3
2017-10-29,40615,15915,paypal,3
2017-05-06,29633,19920,paypal,1
2017-12-06,58971,78483,Bar,3
2017-03-21,79814,22538,Kreditkarte,3
2017-09-11,19475,39548,Bar,3
2017-09-14,41016,27578,Kreditkarte,1
2017-04-18,31066,18233,paypal,3
2017-03-24,76168,64983,paypal,1
2017-04-16,16432,42029,Bar,1
2017-10-07,29207,34082,Kreditkarte,2
2017-04-17,4523,37269,Kreditkarte,1
2017-09-17,76315,54910,Kreditkarte,1
2017-05-28,39198,85156,paypal,3
2017-02-18,47268,89266,paypal,3
2017-01-04,28121,57590,Bar,3
2017-10-08,71230,9072,paypal,2
2017-06-27,43300,96001,Kreditkarte,1
2017-05-16,49235,8632,paypal,3
2017-05-28,92401,27188,Kreditkarte,2
2017-02-07,67728,93187,Kreditkarte,1
2017-04-29,66020,72230,paypal,3
2017-02-03,75333,32310,Kreditkarte,1
2017-06-01,19475,70159,paypal,2
2017-10-05,42251,82560,paypal,3
2017-08-27,60207,27188,paypal,1
2017-03-24,3819,53216,paypal,3
2017-06-29,86926,9072,Bar,1
2017-01-20,34203,75593,Kreditkarte,1
2017-03-24,67759,8632,paypal,3
2017-05-23,92826,42029,paypal,1
2017-06-09,2124,9947,Kreditkarte,3
2017-11-13,45577,22826,Bar,2
2017-02-26,27951,47613,Kreditkarte,3
2017-06-19,84761,18541,paypal,3
2017-01-25,4783,34413,Bar,3
2017-04-22,69361,75775,Bar,2
2017-10-03,99735,34719,Bar,1
2017-02-05,96000,28088,Kreditkarte,2
2017-10-11,21534,42029,paypal,3
2017-02-14,73309,62077,Kreditkarte,2
2017-03-07,55088,93187,paypal,3
2017-12-14,31066,64983,paypal,3
2017-03-09,86158,18233,Kreditkarte,2
2017-08-28,70944,48174,paypal,1
2017-03-18,26509,48174,Bar,1
2017-09-01,71595,72114,paypal,2
2017-01-17,73551,86064,Bar,1
2017-10-13,60307,8632,paypal,3
2017-04-12,55662,79954,paypal,3
2017-04-20,63658,81165,Kreditkarte,3
2017-02-05,69361,41910,Bar,1
2017-05-07,42783,32738,Kreditkarte,2
2017-11-13,54828,7234,Bar,1
2017-02-23,27508,8081,Kreditkarte,3
2017-02-06,21324,81136,Kreditkarte,3
2017-03-24,14042,25426,paypal,2
2017-03-04,37096,11138,Kreditkarte,3
2017-01-16,37096,38582,paypal,2
2017-04-06,47160,61070,Bar,1
2017-08-30,18378,22538,Kreditkarte,3
2017-10-06,71333,61070,Bar,2
2017-01-05,18946,78483,Kreditkarte,1
2017-05-06,73309,14289,Bar,3
2017-06-19,82906,72114,Bar,2
2017-01-11,42251,78483,paypal,1
2017-02-15,8589,2002,Bar,2
2017-08-30,62408,32310,paypal,2
2017-03-25,55088,17731,Bar,3
2017-04-06,47268,42819,paypal,2
2017-10-08,18345,79954,Kreditkarte,3
2017-02-06,57454,16224,Kreditkarte,1
2017-06-27,17460,14099,paypal,2
2017-07-03,16701,8081,Kreditkarte,2
2017-08-05,60516,75593,paypal,2
2017-05-25,52837,11138,paypal,2
2017-10-23,43300,25426,Kreditkarte,2
2017-10-22,95116,28088,Bar,1
2017-05-07,41730,93187,Kreditkarte,3
2017-12-21,3819,85702,paypal,2
2017-04-23,43300,85702,Kreditkarte,2
2017-08-31,90418,89266,Bar,1
2017-12-16,9052,32310,Bar,1
2017-02-19,71595,89266,paypal,2
2017-03-25,44031,43446,paypal,2
2017-01-04,22430,86064,paypal,1
2017-10-09,27951,22538,Kreditkarte,2
2017-09-24,41730,60974,Kreditkarte,2
2017-01-20,67728,15915,Bar,3
2017-04-14,41106,22538,Bar,3
2017-10-21,31066,42819,paypal,3
2017-04-24,8626,55593,paypal,2
2017-04-15,79196,43446,Kreditkarte,1
2017-11-01,82070,43107,paypal,3
2017-01-08,49673,79954,paypal,3
2017-01-04,71230,55596,Bar,3
2017-02-25,23934,25031,Bar,2
2017-12-17,11628,35165,paypal,3
2017-09-21,62912,29552,Kreditkarte,2
2017-03-14,68114,99445,paypal,3
2017-06-18,57203,15918,Bar,1
2017-03-07,60401,81165,Bar,2
2017-10-17,56871,39369,Kreditkarte,1
2017-01-08,7096,27188,Bar,1
2017-04-28,49673,50304,paypal,1
2017-09-07,80362,72230,paypal,1
2017-12-17,22611,32738,Kreditkarte,2
2017-08-04,62413,76290,paypal,1
2017-06-26,17195,34719,Kreditkarte,2
2017-12-30,21324,27044,paypal,2
2017-06-23,58595,99445,Kreditkarte,2
2017-01-28,34301,85931,Bar,1
2017-11-03,36028,85702,paypal,2
2017-06-17,5413,14099,Bar,2
2017-01-09,40153,16105,Kreditkarte,3
2017-05-30,73309,39369,Bar,1
2017-03-23,15309,32310,Kreditkarte,1
2017-11-22,80882,87212,Bar,1
2017-12-17,21324,42819,Kreditkarte,2
2017-08-20,75935,79271,paypal,3
2017-09-15,61896,27578,Kreditkarte,3
2017-05-15,93528,25426,Bar,3
2017-10-03,28121,32310,Bar,3
2017-04-27,43524,82560,paypal,1
2017-02-02,19549,91230,Bar,2
2017-09-13,51121,62077,paypal,1
2017-09-18,26042,27044,Bar,3
2017-01-29,10661,35165,paypal,2
2017-01-10,79815,9072,Kreditkarte,3
2017-05-11,78085,16105,paypal,1
2017-08-02,57203,27044,paypal,1
2017-12-31,5535,82560,Kreditkarte,3
2017-08-31,27508,15918,paypal,2
2017-11-20,68582,39369,Bar,3
2017-09-02,60644,38582,Kreditkarte,3
2017-01-17,42251,72114,Bar,1
2017-05-17,44448,43446,Kreditkarte,1
2017-10-01,32219,72114,paypal,1
2017-12-19,82070,7234,paypal,1
2017-03-16,92404,76290,Bar,3
2017-09-30,34842,44726,Kreditkarte,3
2017-12-05,27951,40784,Kreditkarte,3
2017-11-07,25568,32738,Bar,2
2017-04-26,31065,82560,paypal,1
2017-04-06,36883,62077,paypal,3
2017-02-23,60546,35165,Kreditkarte,2
2017-05-21,55662,54910,Kreditkarte,3
2017-11-24,10661,60974,Bar,1
2017-06-10,55088,60230,Bar,3
2017-01-25,12118,44726,Bar,2
2017-02-18,5413,9947,Bar,1
2017-11-12,92941,88744,Bar,2
2017-06-21,34301,93187,paypal,1
2017-05-11,2444,42819,Kreditkarte,2
2017-02-20,64266,81165,Kreditkarte,1
2017-06-08,75851,60230,paypal,3
2017-10-02,78039,51943,paypal,1
2017-09-03,79196,64983,Kreditkarte,2
2017-09-08,69361,38582,paypal,3
2017-02-26,68582,34082,Bar,3
2017-10-24,26126,75775,Bar,3
2017-10-04,17457,27188,paypal,3
2017-01-03,3912,96001,paypal,2
2017-01-18,55088,37524,paypal,2
2017-03-07,81851,13013,Kreditkarte,2
2017-06-18,90409,86064,Bar,3
2017-08-22,31314,88744,paypal,2
2017-10-17,19475,75775,Bar,3
2017-05-03,71595,47613,Bar,2
2017-09-04,4783,7234,paypal,3
2017-02-03,85998,16105,Bar,1
2017-04-30,21230,2002,Bar,1
2017-01-12,91519,89266,Kreditkarte,2
2017-12-21,72825,16224,Kreditkarte,2
2017-05-25,38397,43107,Bar,1
2017-11-21,40570,35165,Bar,1
2017-10-15,67759,75593,paypal,1
2017-04-06,90418,24221,paypal,1
2017-03-31,49302,28088,paypal,2
2017-04-18,6933,87000,paypal,1
2017-02-18,12118,18541,Kreditkarte,1
2017-08-22,41730,13013,Bar,2
2017-11-22,82372,27188,Kreditkarte,1
2017-07-12,93064,19920,Kreditkarte,3
2017-06-13,68114,55593,Kreditkarte,3
2017-03-11,62181,60974,Bar,3
2017-03-20,95509,37269,paypal,3
2017-06-25,99326,16224,Bar,2
2017-07-19,61341,96001,Kreditkarte,2
2017-02-10,9905,8403,Bar,3
2017-07-10,52446,37524,paypal,1
2017-03-17,44429,26358,Bar,1
2017-09-13,18946,8403,Bar,3
2017-05-31,99390,42029,Bar,2
2017-04-07,86926,15847,Bar,3
2017-07-31,75057,14099,Bar,1
2017-03-02,62181,88698,paypal,2
2017-04-22,82696,9947,Bar,3
2017-12-21,32764,81165,Bar,2
2017-05-10,60401,57590,paypal,3
2017-03-23,3532,75593,paypal,3
2017-10-13,3819,7234,Bar,3
2017-09-11,99458,79954,Kreditkarte,2
2017-07-07,29770,55593,Kreditkarte,3
2017-08-09,41454,15915,Bar,1
2017-02-17,74915,86205,paypal,3
2017-05-18,91519,61070,Bar,3
2017-06-01,51121,85931,Kreditkarte,2
2017-06-18,40570,27578,paypal,3
2017-04-04,23580,15918,Kreditkarte,3
2017-06-27,62912,39548,Kreditkarte,1
2017-03-26,56442,38582,paypal,2
2017-11-10,25568,2002,paypal,3
2017-10-16,59461,72114,Kreditkarte,1
2017-04-29,92404,86205,Kreditkarte,3
2017-03-30,22430,54910,Bar,2
2017-11-15,1981,34187,Kreditkarte,3
2017-03-02,42783,64983,Bar,1
2017-10-23,69509,60230,Bar,3
2017-08-21,4783,35165,Kreditkarte,2
2017-02-23,18946,26358,Kreditkarte,3
2017-02-26,80616,55596,Kreditkarte,1
2017-09-07,8723,11138,paypal,1
2017-04-07,48570,16105,Bar,2
2017-07-19,18804,75775,Kreditkarte,1
2017-07-03,79308,96506,paypal,2
2017-02-18,41730,75775,Kreditkarte,1
2017-03-31,9815,24221,Kreditkarte,1
2017-08-01,25568,9947,Kreditkarte,1
2017-03-13,15309,54910,paypal,2
2017-02-03,10253,81136,Kreditkarte,3
2017-07-24,67004,15915,paypal,3
2017-07-26,10661,87000,paypal,2
2017-03-10,62181,78934,paypal,1
2017-02-21,87513,50304,paypal,3
2017-05-25,21534,38582,Kreditkarte,3
2017-03-16,99735,9072,Bar,1
2017-07-11,73390,11138,Bar,1
2017-04-29,21324,57590,Kreditkarte,3
2017-08-07,44558,27410,paypal,2
2017-11-27,72893,87212,Bar,3
2017-03-01,55088,22826,Bar,2
2017-08-10,55088,32128,Bar,2
2017-02-01,72825,37524,paypal,2
2017-08-28,23934,15847,paypal,2
2017-02-28,59089,18233,Bar,1
2017-11-05,52837,10130,Bar,1
2017-07-12,85445,64983,Kreditkarte,3
2017-03-14,46920,88698,Kreditkarte,2
2017-05-10,87513,78483,Bar,2
2017-03-20,18500,72114,Bar,2
2017-08-24,31097,27578,paypal,2
2017-02-26,38397,40784,paypal,1
2017-03-02,29207,27188,Bar,3
2017-12-12,21349,19920,paypal,1
2017-05-27,89235,9072,paypal,2
2017-07-02,25049,50304,Bar,1
2017-06-02,89218,43107,Kreditkarte,2
2017-11-20,93577,78934,Kreditkarte,1
2017-10-08,69927,72114,Kreditkarte,1
2017-08-27,10661,51943,paypal,3
2017-08-05,10661,7234,Bar,1
2017-08-12,29770,43107,Bar,2
2017-02-28,47160,85156,Kreditkarte,1
2017-03-26,76125,22538,Kreditkarte,1
2017-01-21,60546,32128,Bar,3
2017-05-13,97073,27044,Bar,3
2017-07-28,76125,32738,Bar,2
2017-11-13,25568,18233,Bar,2
2017-04-08,44429,96506,paypal,3
2017-05-14,19234,79271,paypal,2
2017-03-06,76125,25426,Kreditkarte,2
2017-11-15,37096,17731,paypal,3
2017-05-17,54321,51943,Bar,1
2017-05-29,32219,78934,Kreditkarte,2
2017-07-22,52659,42029,Bar,1
2017-05-31,5330,42029,Bar,2
2017-09-14,4182,32738,paypal,3
2017-12-07,85393,16224,Bar,2
2017-06-03,44409,61070,paypal,2
2017-06-17,94196,22538,paypal,3
2017-01-21,57203,96506,Bar,2
2017-04-16,93266,34082,Bar,1
2017-02-06,80362,19920,paypal,3
2017-01-22,22295,9072,Bar,1
2017-04-02,98601,60974,paypal,1
2017-08-20,96000,25426,Kreditkarte,2
2017-06-27,65050,18233,paypal,3
2017-06-07,41417,43446,paypal,3
2017-04-05,42247,43446,paypal,1
2017-03-11,21534,29656,paypal,3
2017-08-28,23934,81136,Bar,1
2017-09-16,64191,96506,Kreditkarte,2
2017-09-28,44031,15915,Kreditkarte,3
2017-09-09,67004,47613,paypal,3
2017-05-29,16925,28440,paypal,2
2017-11-21,45565,87212,paypal,2
2017-05-07,59265,27578,Kreditkarte,1
2017-03-29,41417,79271,Bar,3
2017-03-07,39894,24221,Bar,3
2017-11-25,78039,39548,Bar,1
2017-12-30,17457,15918,Kreditkarte,3
2017-04-17,72893,38582,paypal,1
2017-02-02,64577,7234,Kreditkarte,3
2017-09-06,56871,27578,paypal,2
2017-06-30,32764,82560,Kreditkarte,3
2017-06-05,95509,2002,paypal,2
2017-09-28,79196,38582,Kreditkarte,1
2017-09-06,34842,32310,Kreditkarte,3
2017-10-16,48640,48174,Bar,1
2017-03-09,59461,34187,Kreditkarte,2
2017-08-24,43524,9456,Bar,2
2017-11-04,66186,34082,paypal,3
2017-07-31,44409,99445,Kreditkarte,3
2017-06-10,26126,75775,Kreditkarte,3
2017-05-01,23934,15847,Kreditkarte,1
2017-04-12,80882,34719,Kreditkarte,1
2017-02-12,75935,18233,paypal,1
2017-04-17,94196,78483,Bar,1
2017-07-12,9052,79271,Kreditkarte,1
2017-11-20,54632,43107,Kreditkarte,2
2017-08-09,69804,9785,Kreditkarte,3
2017-05-12,66186,51943,Kreditkarte,3
2017-06-12,5217,28440,paypal,1
2017-01-23,80281,87000,Kreditkarte,2
2017-05-22,65050,55596,paypal,3
2017-10-19,10661,37269,paypal,1
2017-11-07,89235,75593,paypal,3
2017-04-18,44558,22538,Kreditkarte,1
2017-11-22,31097,9456,paypal,3
2017-06-05,44422,14099,Kreditkarte,2
2017-08-19,52446,34719,Bar,2
2017-07-20,66549,87000,paypal,2
2017-08-28,44292,42819,paypal,3
2017-12-07,20905,15847,Kreditkarte,1
2017-11-02,21534,32738,Kreditkarte,3
2017-02-08,72893,9947,Bar,1
2017-07-06,60307,32128,Bar,3
2017-08-26,93528,29656,paypal,2
2017-12-06,67728,26358,Bar,3
2017-05-06,39894,34082,Kreditkarte,2
2017-12-09,71186,42029,Kreditkarte,3
2017-01-20,58860,88698,paypal,2
2017-05-12,42783,34719,Bar,1
2017-08-21,83689,7234,Bar,1
2017-09-28,42247,72114,paypal,1
2017-10-04,99639,43446,Kreditkarte,1
2017-11-03,90418,51943,Bar,1
2017-08-14,99326,48174,Kreditkarte,3
2017-09-24,18400,60230,Kreditkarte,3
2017-07-26,85359,34719,paypal,3
2017-06-19,58860,44726,Bar,3
2017-09-21,23548,53216,Kreditkarte,1
2017-07-30,56947,91230,paypal,1
2017-01-01,20682,22538,Bar,2
2017-04-25,59461,40784,Kreditkarte,1
2017-06-20,29770,78934,Kreditkarte,2
2017-12-10,18946,34187,paypal,2
2017-03-21,99639,55593,paypal,2
2017-02-08,98601,81165,paypal,1
2017-12-25,41417,42029,Bar,1
2017-02-13,37096,28088,Bar,3
2017-06-27,50580,27578,paypal,1
2017-05-09,32764,60230,paypal,2
2017-06-20,71595,26358,paypal,3
2017-03-13,22258,8632,Bar,3
2017-10-04,12118,55596,Bar,1
2017-07-20,59089,15915,Kreditkarte,2
2017-02-14,44429,43107,paypal,3
2017-06-17,23548,99445,Bar,3
2017-01-04,51913,9785,paypal,3
2017-01-28,39894,78483,Bar,1
2017-08-08,34842,43446,Kreditkarte,3
2017-11-17,45565,34719,Bar,3
2017-06-30,95955,39369,paypal,3
2017-02-19,75100,34082,Kreditkarte,2
2017-06-04,13386,96506,Kreditkarte,2
2017-02-01,85461,86205,paypal,3
2017-05-09,85359,8632,Kreditkarte,1
2017-01-23,60401,85931,paypal,1
2017-12-18,99326,44726,paypal,1
2017-02-12,71186,41910,Bar,1
2017-01-16,29633,8403,Kreditkarte,3
2017-02-09,68289,37269,paypal,2
2017-09-26,20854,8632,paypal,1
2017-05-01,91519,8081,Bar,2
2017-06-02,26150,19920,Kreditkarte,3
2017-03-15,49235,18541,paypal,3
2017-12-09,96000,96506,Kreditkarte,3
2017-08-31,16432,43107,Kreditkarte,2
2017-04-14,92135,40784,Kreditkarte,2
2017-06-27,95966,85156,Kreditkarte,2
2017-06-26,82372,89266,Kreditkarte,2
2017-08-26,86289,22826,paypal,1
2017-06-10,3819,34187,Bar,2
2017-02-23,38397,37269,Bar,3
2017-11-27,73390,27578,Kreditkarte,3
2017-08-17,66186,27044,Bar,2
2017-07-18,20752,96506,paypal,1
2017-11-27,2124,35165,Kreditkarte,1
2017-04-11,41016,22826,paypal,2
2017-02-13,67728,37524,paypal,3
2017-02-06,42247,38582,Kreditkarte,1
2017-03-20,82372,91230,Kreditkarte,3
2017-03-01,85445,86064,paypal,1
2017-11-27,7096,37269,Bar,3
2017-11-01,36883,28088,Kreditkarte,3
2017-10-11,85517,37269,Kreditkarte,2
2017-01-01,85538,87000,Kreditkarte,2
2017-01-26,39198,15847,paypal,1
2017-06-10,73309,75593,Kreditkarte,2
2017-04-23,63094,60974,Kreditkarte,2
2017-05-06,28121,42819,paypal,1
2017-01-12,18400,50304,Kreditkarte,2
2017-02-28,71186,13013,paypal,3
2017-09-23,76168,85931,Kreditkarte,3
2017-08-18,29770,22538,Kreditkarte,2
2017-02-02,31314,29552,paypal,1
2017-04-03,64577,51943,Kreditkarte,2
2017-07-16,52837,15915,paypal,2
2017-08-16,44422,65762,Kreditkarte,2
2017-12-07,66549,28088,Bar,3
2017-05-05,45202,82560,Bar,3
2017-06-23,93266,55596,paypal,2
2017-07-02,19189,88744,paypal,2
2017-05-13,75935,2002,Bar,2
2017-07-11,13386,7234,Kreditkarte,1
2017-04-19,32219,25031,paypal,3
2017-01-15,52446,24221,paypal,3
2017-04-26,83689,42819,Bar,3
2017-08-18,27599,32738,Kreditkarte,2
2017-12-19,82372,43446,Bar,1
2017-06-12,59365,43446,paypal,3
2017-04-07,8723,14289,paypal,2
2017-10-21,8626,87212,Bar,1
2017-04-22,87124,9456,Bar,2
2017-04-20,60546,24221,paypal,3
2017-12-02,42783,72114,Kreditkarte,1
2017-10-17,83689,88744,paypal,3
2017-12-17,54963,86064,paypal,2
2017-01-11,51121,39369,Kreditkarte,2
2017-10-06,37096,27410,Bar,3
2017-09-21,82070,15915,Kreditkarte,3
2017-10-01,97073,65762,Kreditkarte,3
2017-02-11,61515,34187,Kreditkarte,2
2017-07-18,29097,62077,Kreditkarte,3
2017-07-26,3406,79271,Bar,3
2017-03-07,22611,76290,Bar,2
2017-09-03,36883,17731,Kreditkarte,2
2017-01-17,85445,8403,Kreditkarte,3
2017-02-09,44448,99445,Bar,2
2017-10-19,40570,50304,Kreditkarte,3
2017-07-24,56947,9456,Kreditkarte,2
2017-11-30,95966,75593,Bar,2
2017-09-30,56871,8632,paypal,2
2017-09-23,19189,48174,Bar,2
2017-05-03,52837,38582,Bar,3
2017-04-13,52446,32738,Bar,2
2017-05-12,87124,9456,Kreditkarte,2
2017-02-17,54828,34413,Bar,3
2017-12-18,16982,8632,Bar,2
2017-11-04,34842,41910,Kreditkarte,3
2017-04-20,99326,85156,Kreditkarte,3
2017-03-07,60401,61070,paypal,3
2017-10-03,53031,32738,paypal,1
2017-02-28,88936,39548,Kreditkarte,1
2017-02-17,82918,15918,paypal,3
2017-04-21,68114,10130,Kreditkarte,2
2017-01-11,61228,7234,Kreditkarte,1
2017-10-02,20905,15915,Kreditkarte,2
2017-08-02,85998,25031,paypal,1
2017-10-01,7941,64983,Kreditkarte,2
2017-12-27,87124,81165,Kreditkarte,2
2017-06-11,62181,15918,paypal,3
2017-04-03,43300,34187,Bar,2
2017-12-08,52446,7234,paypal,1
2017-01-18,76315,2002,Bar,3
2017-05-11,86926,96001,Kreditkarte,2
2017-11-09,63094,28440,Bar,2
2017-03-06,63583,39548,Bar,1
2017-03-05,74915,72230,paypal,1
2017-05-23,25568,76290,Bar,2
2017-02-10,47268,27410,paypal,2
2017-05-01,47268,24221,Kreditkarte,2
2017-10-31,4426,86064,Bar,2
2017-06-11,71333,27044,Kreditkarte,3
2017-02-13,63094,27044,Bar,3
2017-12-12,58595,22826,Bar,1
2017-07-18,5217,9785,Bar,3
2017-11-10,28750,82560,Kreditkarte,3
2017-12-13,29097,93187,Bar,2
2017-11-06,63658,19920,paypal,1
2017-10-11,31066,42819,Kreditkarte,2
2017-06-07,8589,91230,Kreditkarte,3
2017-02-13,44422,44726,Bar,1
2017-11-01,79785,50304,paypal,2
2017-07-16,86158,32738,Bar,1
2017-05-29,19189,82560,Bar,1
2017-03-16,19216,81165,paypal,2
2017-04-05,41454,78934,Bar,2
2017-01-17,59414,37269,Bar,2
2017-01-08,1981,15847,Kreditkarte,1
2017-11-02,54828,39548,Bar,2
2017-10-20,41417,16224,Bar,3
2017-06-27,18345,81136,Bar,2
2017-02-16,17457,93187,Bar,3
2017-10-18,10661,54910,Bar,2
2017-12-02,34301,18233,Kreditkarte,3
2017-08-26,82070,42819,paypal,1
2017-09-16,44409,19920,Bar,1
2017-08-20,58067,96506,Bar,3
2017-02-02,44558,64983,paypal,2
2017-02-18,27599,64983,paypal,2
2017-06-16,28121,88744,Bar,3
2017-10-24,60207,19920,paypal,2
2017-07-17,95864,47613,Kreditkarte,1
2017-10-25,47160,82560,Bar,2
2017-05-07,17460,11138,Kreditkarte,3
2017-10-02,59265,28440,Bar,1
2017-11-18,47160,27044,paypal,3
2017-01-13,16982,48174,paypal,1
2017-10-20,20905,17731,Kreditkarte,1
2017-12-13,93266,28440,Bar,1
2017-10-26,81958,72114,Kreditkarte,2
2017-09-23,44429,78483,paypal,2
2017-07-21,69509,37269,Bar,2
2017-04-13,68289,60230,paypal,2
2017-09-20,17195,42819,paypal,2
2017-03-01,93528,88698,Kreditkarte,2
2017-01-10,85393,75593,Bar,1
2017-07-20,4426,85156,paypal,1
2017-05-11,56442,40784,paypal,2
2017-05-19,9815,44726,Bar,3
2017-10-25,95955,2002,Kreditkarte,1
2017-12-25,54632,2002,Bar,2
2017-10-11,23580,15847,Kreditkarte,1
2017-01-24,67666,34082,Kreditkarte,3
2017-03-21,21324,60230,Kreditkarte,1
2017-11-22,34842,28088,paypal,3
2017-07-06,41730,72114,paypal,1
2017-06-03,63094,8632,Bar,1
2017-04-20,83689,85702,Bar,1
2017-08-25,66549,72230,Kreditkarte,3
2017-04-12,22295,14099,paypal,2
2017-02-08,60401,88698,Bar,1
2017-02-07,75333,28088,Bar,3
2017-01-18,6933,37269,Bar,3
2017-10-09,43524,76290,Kreditkarte,1
2017-09-18,82372,42029,paypal,2
2017-05-05,66020,62077,Kreditkarte,3
2017-12-08,19205,79271,Bar,3
2017-05-09,66186,57590,paypal,1
2017-01-16,58860,48174,paypal,3
2017-08-06,29097,72114,paypal,3
2017-08-07,43300,42029,Kreditkarte,1
2017-03-28,90536,61070,paypal,2
2017-07-02,36028,88698,Kreditkarte,3
2017-12-18,66020,60230,Bar,3
2017-10-29,60546,88698,paypal,2
2017-01-02,16432,78934,Kreditkarte,1
2017-09-10,79785,87212,Bar,3
2017-06-18,85461,37524,paypal,3
2017-05-24,64191,78934,paypal,1
2017-10-19,40806,11138,Kreditkarte,1
2017-11-18,31065,87000,Kreditkarte,2
2017-03-31,90685,34719,paypal,3
2017-05-23,61341,22826,Bar,2
2017-12-31,48570,57590,paypal,1
2017-09-18,17460,38582,Bar,1
2017-09-04,58067,9072,Kreditkarte,1
2017-04-15,14042,7234,paypal,2
2017-08-11,3912,38582,Kreditkarte,2
2017-03-16,93558,55593,Bar,3
2017-10-15,28750,27188,Bar,3
2017-01-14,39894,27410,Bar,2
2017-11-07,99326,15918,Kreditkarte,3
2017-05-30,92404,39548,Bar,1
2017-02-18,37096,78934,paypal,3
2017-02-28,61822,15847,Bar,3
2017-08-10,30789,50304,Bar,3
2017-04-14,85359,78934,Bar,3
2017-06-17,40153,28088,Kreditkarte,2
2017-05-12,81287,16224,paypal,1
2017-06-09,69361,48174,Bar,2
2017-12-22,61896,81136,Kreditkarte,3
2017-05-29,54321,85156,Bar,3
2017-10-10,18378,9072,paypal,3
2017-02-18,21349,55596,paypal,2
2017-10-27,33065,8632,Kreditkarte,1
2017-10-31,66020,79271,Bar,1
2017-06-15,23548,72230,Kreditkarte,1
2017-04-17,69509,39369,paypal,2
2017-07-13,88936,9947,Kreditkarte,3
2017-06-17,62413,37269,Kreditkarte,3
2017-11-09,69804,9785,paypal,1
2017-10-26,80882,25426,Bar,1
2017-06-10,44429,9785,Bar,3
2017-02-24,33154,32128,paypal,2
2017-02-27,61228,17731,Kreditkarte,3
2017-09-23,62292,9785,Bar,2
2017-09-02,59414,32128,paypal,1
2017-11-26,68289,8632,paypal,3
2017-08-20,79815,32310,paypal,1
2017-01-07,2693,51943,Bar,3
2017-11-25,47160,76290,Bar,1
2017-12-15,40153,86064,paypal,1
2017-01-19,63658,8081,Kreditkarte,3
2017-08-31,58595,9947,Bar,1
2017-10-05,61515,34187,paypal,3
2017-07-29,28750,27578,Kreditkarte,3
2017-08-03,16432,79954,paypal,1
2017-02-25,44429,85702,paypal,1
2017-09-22,27951,27188,paypal,3
2017-07-30,48458,70159,paypal,1
2017-02-02,99993,85156,Bar,1
2017-06-20,80362,81136,paypal,1
2017-09-09,23548,9072,paypal,3
2017-08-14,29207,32128,paypal,2
2017-07-18,29770,81136,Bar,3
2017-09-30,95966,7234,Kreditkarte,3
2017-11-25,74359,78934,Kreditkarte,1
2017-07-15,57454,91230,Kreditkarte,3
2017-12-30,96000,7234,paypal,1
2017-01-02,79815,61070,Bar,3
2017-03-24,16925,17731,Kreditkarte,3
2017-07-20,37096,34082,Bar,2
2017-11-10,82136,35165,Bar,1
2017-10-13,99390,28440,paypal,3
2017-06-24,84761,91230,Bar,1
2017-01-09,77950,2002,Bar,3
2017-07-23,21592,99445,Bar,1
2017-12-03,67666,22826,Bar,2
2017-05-06,66186,93187,Bar,3
2017-06-25,4182,43107,Kreditkarte,1
2017-05-14,90418,99445,Kreditkarte,1
2017-03-27,42247,79954,paypal,1
2017-07-14,20682,34187,Kreditkarte,3
2017-07-29,60290,27578,Bar,1
2017-11-06,10253,53216,Bar,1
2017-02-08,40153,76290,Kreditkarte,2
2017-10-12,96000,85931,paypal,1
2017-12-05,34540,55593,paypal,3
2017-05-18,26797,55596,Bar,1
2017-03-10,99993,93187,Bar,2
2017-04-01,48640,70159,Kreditkarte,1
2017-11-13,70944,34187,paypal,3
2017-01-08,85517,14289,Bar,3
2017-12-26,27508,43107,Bar,2
2017-02-28,60546,19920,Bar,1
2017-03-24,62408,2002,paypal,2
2017-08-08,55088,15847,Bar,2
2017-10-24,4182,25426,Kreditkarte,3
2017-08-19,32764,9947,paypal,3
2017-04-09,82136,78483,Kreditkarte,1
2017-09-23,58971,11138,Bar,2
2017-01-25,80616,8632,paypal,3
2017-08-26,52837,42819,paypal,1
2017-04-19,87513,75775,paypal,1
2017-12-25,51121,91230,Kreditkarte,1
2017-10-31,79814,8403,Kreditkarte,2
2017-02-19,45202,64983,paypal,2
2017-03-21,95068,86064,Kreditkarte,3
2017-05-29,47268,18541,Kreditkarte,3
2017-10-18,61228,22826,Bar,2
2017-06-04,73551,29656,paypal,2
2017-01-18,62710,32738,Bar,2
2017-05-15,72893,9456,paypal,1
2017-05-02,29097,85931,Kreditkarte,1
2017-08-08,24904,85931,paypal,1
2017-04-15,48640,28088,Kreditkarte,2
2017-06-06,90685,2002,Kreditkarte,2
2017-05-31,55088,75775,paypal,2
2017-12-20,7941,8403,Bar,3
2017-11-04,49673,50304,paypal,2
2017-04-28,60401,39369,Kreditkarte,3
2017-05-11,74915,32738,paypal,3
2017-03-30,62438,54910,paypal,2
2017-10-31,57445,81165,Bar,1
2017-08-10,19234,14099,Kreditkarte,1
2017-12-13,60401,32128,Kreditkarte,1
2017-01-09,75333,2002,Kreditkarte,1
